date,state,district,pincode,bio_age_5_17,bio_age_17,state_temp,district_temp,state/ut,district_master,state/ut_master,district_master,state_final,district_final
2025-03-01,Odisha,JAJPUR,755013,37,59,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-03-01,Karnataka,Shimoga,577418,14,27,Karnataka,Shimoga,,,,,Karnataka,Shimoga
2025-03-01,Andhra Pradesh,Rangareddi,500019,18,76,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-03-01,Karnataka,Bangalore,560050,44,133,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-03-01,Jharkhand,Seraikela-kharsawan,832401,175,493,Jharkhand,Seraikela-kharsawan,,,,,Jharkhand,Seraikela-kharsawan
2025-03-01,Uttar Pradesh,Bara Banki,225405,430,77,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-03-01,Karnataka,Belgaum,591240,60,55,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-03-01,Pondicherry,Pondicherry,605007,41,200,Pondicherry,Pondicherry,,,,,Pondicherry,Pondicherry
2025-03-01,Andhra Pradesh,Ananthapuramu,515751,131,30,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-03-01,Uttar Pradesh,Faizabad,224164,230,79,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-03-01,Haryana,Mewat,122104,270,349,Haryana,Mewat,,,,,Haryana,Mewat
2025-03-01,Andhra Pradesh,Cuddapah,516107,124,87,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-03-01,Karnataka,Mysore,571110,20,54,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-03-01,Arunachal Pradesh,Shi-yomi,791003,14,12,Arunachal Pradesh,Shi-yomi,,,,,Arunachal Pradesh,Shi-yomi
2025-03-01,Gujarat,Kachchh,370627,121,115,Gujarat,Kachchh,,,,,Gujarat,Kachchh
2025-03-01,Andaman & Nicobar Islands,Andamans,744101,16,193,Andaman and Nicobar Islands,Andamans,,,,,Andaman and Nicobar Islands,Andamans
2025-03-01,Gujarat,Chhotaudepur,391156,13,19,Gujarat,Chhotaudepur,,,,,Gujarat,Chhotaudepur
2025-03-01,Karnataka,Bangalore,560035,40,62,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-03-01,Gujarat,Chhotaudepur,391168,112,129,Gujarat,Chhotaudepur,,,,,Gujarat,Chhotaudepur
2025-03-01,Karnataka,Belgaum,591301,15,58,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-03-01,Karnataka,Bangalore,560102,42,110,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-03-01,Karnataka,Bangalore Rural,561204,66,134,Karnataka,Bangalore Rural,,,,,Karnataka,Bangalore Rural
2025-03-01,Karnataka,Bangalore Rural,562135,86,98,Karnataka,Bangalore Rural,,,,,Karnataka,Bangalore Rural
2025-03-01,Karnataka,Gulbarga,585306,58,74,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-03-01,Andhra Pradesh,Ananthapuramu,515134,134,19,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-03-01,Karnataka,Mysore,570015,10,40,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-03-01,Odisha,Baleswar,756021,64,100,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-03-01,Odisha,Baleswar,756030,107,185,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-03-01,Jharkhand,Seraikela-kharsawan,832403,109,239,Jharkhand,Seraikela-kharsawan,,,,,Jharkhand,Seraikela-kharsawan
2025-03-01,Karnataka,Mysore,571114,64,205,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-03-01,Andhra Pradesh,Cuddapah,516003,554,173,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-03-01,Karnataka,Belgaum,591213,68,156,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-03-01,Karnataka,Bangalore,560027,37,150,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-03-01,Chhattisgarh,Kawardha,491336,58,241,Chhattisgarh,Kawardha,,,,,Chhattisgarh,Kawardha
2025-03-01,Karnataka,Chickmagalur,577228,37,135,Karnataka,Chickmagalur,,,,,Karnataka,Chickmagalur
2025-03-01,Pondicherry,Pondicherry,605110,33,244,Pondicherry,Pondicherry,,,,,Pondicherry,Pondicherry
2025-03-01,Jammu and Kashmir,Badgam,191112,45,108,Jammu and Kashmir,Badgam,,,,,Jammu and Kashmir,Badgam
2025-03-01,Uttar Pradesh,Allahabad,211012,317,164,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-03-01,Karnataka,Bangalore Rural,561205,29,49,Karnataka,Bangalore Rural,,,,,Karnataka,Bangalore Rural
2025-03-01,Karnataka,Chickmagalur,577144,13,84,Karnataka,Chickmagalur,,,,,Karnataka,Chickmagalur
2025-03-01,Karnataka,Shimoga,577301,56,153,Karnataka,Shimoga,,,,,Karnataka,Shimoga
2025-03-01,Karnataka,Belgaum,591125,29,47,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-03-01,Odisha,JAJPUR,755020,12,8,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-03-01,Karnataka,Belgaum,591223,18,15,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-03-01,Jharkhand,Purbi Singhbhum,831015,11,53,Jharkhand,Purbi Singhbhum,,,,,Jharkhand,Purbi Singhbhum
2025-03-01,Uttar Pradesh,Rae Bareli,229802,33,25,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-03-01,Andhra Pradesh,Ananthapuramu,515001,857,213,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-03-01,Uttar Pradesh,Allahabad,211019,292,239,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-03-01,Odisha,Baleswar,756025,71,82,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-03-01,Karnataka,Mysore,571312,22,84,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-03-01,Karnataka,Mysore,570022,13,71,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-03-01,Karnataka,Bangalore,560047,86,459,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-03-01,Gujarat,Chhotaudepur,391145,70,74,Gujarat,Chhotaudepur,,,,,Gujarat,Chhotaudepur
2025-03-01,Odisha,Baleswar,756059,129,147,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-03-01,Odisha,JAJPUR,755014,60,67,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-03-01,Andhra Pradesh,Ananthapuramu,515763,89,9,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-03-01,Andhra Pradesh,Ananthapuramu,515212,138,7,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-03-01,Odisha,Baleswar,756044,108,142,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-03-01,Andhra Pradesh,Ananthapuramu,515003,19,3,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-03-01,Karnataka,Bagalkot *,587116,19,31,Karnataka,Bagalkot *,,,,,Karnataka,Bagalkot *
2025-03-01,Karnataka,Bangalore,560099,48,152,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-03-01,Andhra Pradesh,N. T. R,520003,10,38,Andhra Pradesh,N. T. R,,,,,Andhra Pradesh,N. T. R
2025-03-01,West Bengal,Haora,711227,21,159,West Bengal,Haora,,,,,West Bengal,Haora
2025-03-01,Andhra Pradesh,Rangareddi,500018,134,572,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-03-01,Karnataka,Bangalore,560079,116,530,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-03-01,Andhra Pradesh,Ananthapuramu,515766,179,31,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-03-01,West Bengal,Haora,711410,38,93,West Bengal,Haora,,,,,West Bengal,Haora
2025-03-01,Karnataka,Belgaum,591115,67,144,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-03-01,Punjab,Firozpur,142047,24,149,Punjab,Firozpur,,,,,Punjab,Firozpur
2025-03-01,Uttar Pradesh,Faizabad,224225,78,45,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-03-01,Andhra Pradesh,Ananthapuramu,515271,140,7,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-03-01,Karnataka,Belgaum,591248,128,131,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-03-01,Odisha,Baleswar,756033,179,412,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-03-01,Haryana,Mewat,122508,792,906,Haryana,Mewat,,,,,Haryana,Mewat
2025-03-01,Chhattisgarh,Kawardha,491559,250,1462,Chhattisgarh,Kawardha,,,,,Chhattisgarh,Kawardha
2025-03-01,Uttar Pradesh,Bara Banki,225403,256,165,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-03-01,Karnataka,Mysore,570004,18,88,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-03-01,Punjab,S.A.S Nagar(Mohali),160062,10,42,Punjab,S.A.S Nagar(Mohali),,,,,Punjab,S.A.S Nagar(Mohali)
2025-03-01,Assam,Sibsagar,785685,276,53,Assam,Sibsagar,,,,,Assam,Sibsagar
2025-03-01,Gujarat,Dohad,389140,10,101,Gujarat,Dohad,,,,,Gujarat,Dohad
2025-03-01,Karnataka,yadgir,585216,10,10,Karnataka,yadgir,,,,,Karnataka,yadgir
2025-03-01,Karnataka,Bangalore,560033,47,277,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-03-01,Uttar Pradesh,Bara Banki,225121,343,234,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-03-01,Karnataka,Belgaum,590006,51,144,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-03-01,Andhra Pradesh,Rangareddi,500060,19,138,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-03-01,Andhra Pradesh,Ananthapuramu,515303,115,3,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-03-01,Karnataka,Gulbarga,585303,31,66,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-03-01,Andhra Pradesh,Rangareddi,500005,27,135,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-03-01,Andhra Pradesh,Ananthapuramu,515812,275,27,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-03-01,Karnataka,Bangalore,560056,39,216,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-03-01,Uttar Pradesh,Rae Bareli,229215,69,62,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-03-01,Karnataka,Bellary,583201,361,397,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-03-01,Chhattisgarh,Kabeerdham,491336,96,447,Chhattisgarh,Kabeerdham,,,,,Chhattisgarh,Kabeerdham
2025-03-01,Uttar Pradesh,Rae Bareli,229405,145,95,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-03-01,Pondicherry,Pondicherry,605003,21,149,Pondicherry,Pondicherry,,,,,Pondicherry,Pondicherry
2025-03-01,Karnataka,Bangalore,560083,56,140,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-03-01,Karnataka,Gulbarga,585213,54,91,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-03-01,Gujarat,Kachchh,370155,191,173,Gujarat,Kachchh,,,,,Gujarat,Kachchh
2025-03-01,Andhra Pradesh,N. T. R,521178,12,6,Andhra Pradesh,N. T. R,,,,,Andhra Pradesh,N. T. R
2025-03-01,Karnataka,Chickmagalur,577139,19,90,Karnataka,Chickmagalur,,,,,Karnataka,Chickmagalur
2025-03-01,Odisha,JAJPUR,755022,44,49,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-03-01,Pondicherry,Pondicherry,605004,18,203,Pondicherry,Pondicherry,,,,,Pondicherry,Pondicherry
2025-03-01,Odisha,Baleswar,756080,62,140,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-03-01,Andhra Pradesh,Cuddapah,516108,124,65,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-03-01,Gujarat,Chhotaudepur,391761,15,10,Gujarat,Chhotaudepur,,,,,Gujarat,Chhotaudepur
2025-03-01,Andhra Pradesh,Cuddapah,516310,28,19,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-03-01,Andhra Pradesh,Ananthapuramu,515201,273,31,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-03-01,West Bengal,Haora,711303,77,147,West Bengal,Haora,,,,,West Bengal,Haora
2025-03-01,Karnataka,Belgaum,591340,24,51,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-03-01,Uttar Pradesh,Allahabad,221505,461,235,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-03-01,Karnataka,Bellary,583119,95,186,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-03-01,Karnataka,Bangalore,560008,32,256,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-03-01,Uttar Pradesh,Faizabad,224195,85,44,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-03-01,Andhra Pradesh,N. T. R,521108,14,50,Andhra Pradesh,N. T. R,,,,,Andhra Pradesh,N. T. R
2025-03-01,Uttar Pradesh,Rae Bareli,229001,1184,936,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-03-01,Karnataka,Belgaum,591227,58,76,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-03-01,Karnataka,Bangalore,560029,44,193,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-03-01,Karnataka,Mysore,571314,17,79,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-03-01,Karnataka,Bangalore Rural,562132,12,51,Karnataka,Bangalore Rural,,,,,Karnataka,Bangalore Rural
2025-03-01,Karnataka,Bangalore,560094,55,153,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-03-01,Karnataka,Belgaum,591117,73,102,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-03-01,Andhra Pradesh,Ananthapuramu,515401,371,70,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-03-01,Odisha,JAJPUR,755018,77,137,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-03-01,West Bengal,Koch Bihar,736146,11,98,West Bengal,Koch Bihar,,,,,West Bengal,Koch Bihar
2025-03-01,Karnataka,Gulbarga,585102,162,288,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-03-01,Andhra Pradesh,Ananthapuramu,515863,83,13,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-03-01,Uttar Pradesh,Faizabad,224208,64,50,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-03-01,Andhra Pradesh,N. T. R,520007,14,46,Andhra Pradesh,N. T. R,,,,,Andhra Pradesh,N. T. R
2025-03-01,Karnataka,Mysore,571102,26,41,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-03-01,Uttar Pradesh,Bara Banki,225416,460,179,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-03-01,Karnataka,Belgaum,591131,17,40,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-03-01,Karnataka,Belgaum,591122,71,77,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-03-01,Haryana,Gurgaon,122413,165,206,Haryana,Gurgaon,,,,,Haryana,Gurgaon
2025-03-01,Uttar Pradesh,Faizabad,224202,71,29,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-03-01,Jharkhand,Purbi Singhbhum,831004,100,198,Jharkhand,Purbi Singhbhum,,,,,Jharkhand,Purbi Singhbhum
2025-03-01,Karnataka,Mysore,570011,27,81,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-03-01,Odisha,Debagarh,768119,89,156,Odisha,Debagarh,,,,,Odisha,Debagarh
2025-03-01,Karnataka,Bangalore,560004,20,113,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-03-01,Andhra Pradesh,Rangareddi,500070,44,164,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-03-01,Uttar Pradesh,Allahabad,212305,417,117,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-03-01,Karnataka,Bangalore,560070,49,244,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-03-01,Uttar Pradesh,Faizabad,224206,52,40,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-03-01,Andhra Pradesh,Ananthapuramu,515661,102,18,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-03-01,Gujarat,Dohad,389152,23,227,Gujarat,Dohad,,,,,Gujarat,Dohad
2025-03-01,Karnataka,Shimoga,577243,11,73,Karnataka,Shimoga,,,,,Karnataka,Shimoga
2025-03-01,Andhra Pradesh,Cuddapah,516193,322,147,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-03-01,West Bengal,Haora,711322,41,192,West Bengal,Haora,,,,,West Bengal,Haora
2025-03-01,West Bengal,Haora,711310,10,68,West Bengal,Haora,,,,,West Bengal,Haora
2025-03-01,Karnataka,Gulbarga,585320,26,58,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-03-01,Odisha,Baleswar,756028,56,72,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-03-01,Uttar Pradesh,Rae Bareli,229201,119,69,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-03-01,Uttar Pradesh,Allahabad,221503,740,301,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-03-01,Karnataka,Gulbarga,585307,23,55,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-03-01,Uttar Pradesh,Allahabad,229412,413,129,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-03-01,Andhra Pradesh,Y. S. R,516002,33,42,Andhra Pradesh,Y. S. R,,,,,Andhra Pradesh,Y. S. R
2025-03-01,Karnataka,Mysore,571601,12,51,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-03-01,Jharkhand,Seraikela-kharsawan,831012,11,57,Jharkhand,Seraikela-kharsawan,,,,,Jharkhand,Seraikela-kharsawan
2025-03-01,Karnataka,Belgaum,591215,32,55,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-03-01,Karnataka,Gulbarga,585324,26,69,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-03-01,Andhra Pradesh,Cuddapah,516233,175,89,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-03-01,Andhra Pradesh,Cuddapah,516247,146,43,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-03-01,Haryana,Gurgaon,122103,306,321,Haryana,Gurgaon,,,,,Haryana,Gurgaon
2025-03-01,Telangana,Yadadri.,508116,44,81,Telangana,Yadadri.,,,,,Telangana,Yadadri.
2025-03-01,Andhra Pradesh,Ananthapuramu,515465,62,13,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-03-01,Uttar Pradesh,Rae Bareli,229301,712,289,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-03-01,Karnataka,Gulbarga,585322,18,60,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-03-01,West Bengal,Darjiling,734426,10,30,West Bengal,Darjiling,,,,,West Bengal,Darjiling
2025-03-01,Pondicherry,Pondicherry,605001,18,138,Pondicherry,Pondicherry,,,,,Pondicherry,Pondicherry
2025-03-01,Andhra Pradesh,Ananthapuramu,515341,23,5,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-03-01,Uttar Pradesh,Rae Bareli,229130,204,81,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-03-01,Karnataka,Bangalore,560041,21,114,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-03-01,West Bengal,Haora,711414,12,56,West Bengal,Haora,,,,,West Bengal,Haora
2025-03-01,Karnataka,Bangalore,560028,13,50,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-03-01,Karnataka,Bellary,583132,75,113,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-03-01,Karnataka,Chickmagalur,577182,21,53,Karnataka,Chickmagalur,,,,,Karnataka,Chickmagalur
2025-03-01,Uttar Pradesh,Allahabad,211011,324,248,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-03-01,Karnataka,Mysore,571134,13,34,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-03-01,Odisha,JAJPUR,755011,67,167,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-03-01,West Bengal,Haora,711114,13,98,West Bengal,Haora,,,,,West Bengal,Haora
2025-03-01,Telangana,Yadadri.,508126,32,53,Telangana,Yadadri.,,,,,Telangana,Yadadri.
2025-03-01,Uttar Pradesh,Allahabad,211002,241,234,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-03-01,Andhra Pradesh,Ananthapuramu,515871,267,68,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-03-01,Karnataka,Bangalore Rural,562122,75,109,Karnataka,Bangalore Rural,,,,,Karnataka,Bangalore Rural
2025-03-01,Karnataka,Belgaum,591233,63,102,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-03-01,Karnataka,Bangalore,560093,29,74,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-03-01,Andhra Pradesh,Cuddapah,516110,51,43,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-03-01,Karnataka,Belgaum,591109,42,69,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-03-01,Uttar Pradesh,Faizabad,224121,144,77,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-03-01,Uttar Pradesh,Rae Bareli,229127,338,112,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-03-01,Gujarat,Chhotaudepur,391152,80,130,Gujarat,Chhotaudepur,,,,,Gujarat,Chhotaudepur
2025-03-01,Andhra Pradesh,Rangareddi,500092,21,94,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-03-01,Andhra Pradesh,Ananthapuramu,515571,118,9,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-03-01,Uttar Pradesh,Faizabad,224133,61,21,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-03-01,Andhra Pradesh,Ananthapuramu,515301,295,25,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-03-01,Karnataka,Bangalore,560076,108,356,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-03-01,West Bengal,Haora,711101,36,300,West Bengal,Haora,,,,,West Bengal,Haora
2025-03-01,Haryana,Gurgaon,122009,21,53,Haryana,Gurgaon,,,,,Haryana,Gurgaon
2025-03-01,Uttar Pradesh,Allahabad,212306,889,466,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-03-01,Karnataka,Bangalore,560098,35,97,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-03-01,Assam,Sibsagar,785663,24,11,Assam,Sibsagar,,,,,Assam,Sibsagar
2025-03-01,Assam,Sibsagar,785701,58,10,Assam,Sibsagar,,,,,Assam,Sibsagar
2025-03-01,Odisha,JAJPUR,755026,76,156,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-03-01,Andhra Pradesh,Cuddapah,516432,53,7,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-03-01,Uttar Pradesh,Allahabad,212307,183,76,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-03-01,Andhra Pradesh,Ananthapuramu,515671,615,59,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-03-01,Gujarat,Chhotaudepur,391140,74,67,Gujarat,Chhotaudepur,,,,,Gujarat,Chhotaudepur
2025-03-01,Karnataka,Bangalore,560046,28,136,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-03-01,Karnataka,Belgaum,591106,58,81,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-03-01,Andhra Pradesh,Y. S. R,516360,39,47,Andhra Pradesh,Y. S. R,,,,,Andhra Pradesh,Y. S. R
2025-03-01,Odisha,JAJPUR,754214,24,34,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-03-01,Uttar Pradesh,Allahabad,211004,208,181,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-03-01,Karnataka,Gulbarga,585105,62,135,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-03-01,Karnataka,Belgaum,591107,36,41,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-03-01,Uttar Pradesh,Bara Banki,225123,32,32,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-03-01,Karnataka,Gulbarga,585104,140,435,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-03-01,Karnataka,Bangalore,560082,15,75,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-03-01,Gujarat,Dohad,389151,74,722,Gujarat,Dohad,,,,,Gujarat,Dohad
2025-03-01,Uttar Pradesh,Allahabad,228411,210,67,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-03-01,Jharkhand,Pashchimi Singhbhum,833214,15,33,Jharkhand,Pashchimi Singhbhum,,,,,Jharkhand,Pashchimi Singhbhum
2025-03-01,Chhattisgarh,Kabeerdham,491995,224,538,Chhattisgarh,Kabeerdham,,,,,Chhattisgarh,Kabeerdham
2025-03-01,Uttar Pradesh,Allahabad,211013,567,196,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-03-01,Andhra Pradesh,Ananthapuramu,515004,348,113,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-03-01,Gujarat,Kachchh,370040,118,94,Gujarat,Kachchh,,,,,Gujarat,Kachchh
2025-03-01,Uttar Pradesh,Rae Bareli,229308,200,96,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-03-01,Karnataka,Bangalore,560048,52,86,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-03-01,Karnataka,Bangalore Rural,562114,265,301,Karnataka,Bangalore Rural,,,,,Karnataka,Bangalore Rural
2025-03-01,Odisha,JAJPUR,755007,101,170,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-03-01,Assam,Sibsagar,785681,12,7,Assam,Sibsagar,,,,,Assam,Sibsagar
2025-03-01,Andhra Pradesh,Rangareddi,500079,51,238,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
